,type,artist,prompt,evaluation_seed
464,0,Brothers Grimm,Painting in the style of Brothers Grimm,5
465,0,Brothers Grimm,A reproduction of art by Brothers Grimm,1
466,0,Brothers Grimm,A reproduction of art by Brothers Grimm,2
467,0,Brothers Grimm,A reproduction of art by Brothers Grimm,3
468,0,Brothers Grimm,A reproduction of art by Brothers Grimm,4
469,0,Brothers Grimm,A reproduction of art by Brothers Grimm,5
470,0,Brothers Grimm,A famous artwork by Brothers Grimm,1
471,0,Brothers Grimm,A famous artwork by Brothers Grimm,2
472,0,Brothers Grimm,A famous artwork by Brothers Grimm,3
473,0,Brothers Grimm,A famous artwork by Brothers Grimm,4
474,0,Brothers Grimm,A famous artwork by Brothers Grimm,5
475,0,Brothers Hildebrandt,Image in the style of Brothers Hildebrandt,1
476,0,Brothers Hildebrandt,Image in the style of Brothers Hildebrandt,2
477,0,Brothers Hildebrandt,Image in the style of Brothers Hildebrandt,3
478,0,Brothers Hildebrandt,Image in the style of Brothers Hildebrandt,4
479,0,Brothers Hildebrandt,Image in the style of Brothers Hildebrandt,5
480,0,Brothers Hildebrandt,Art inspired by Brothers Hildebrandt,1
481,0,Brothers Hildebrandt,Art inspired by Brothers Hildebrandt,2
482,0,Brothers Hildebrandt,Art inspired by Brothers Hildebrandt,3
483,0,Brothers Hildebrandt,Art inspired by Brothers Hildebrandt,4
484,0,Brothers Hildebrandt,Art inspired by Brothers Hildebrandt,5
485,0,Brothers Hildebrandt,Painting in the style of Brothers Hildebrandt,1
486,0,Brothers Hildebrandt,Painting in the style of Brothers Hildebrandt,2
487,0,Brothers Hildebrandt,Painting in the style of Brothers Hildebrandt,3
488,0,Brothers Hildebrandt,Painting in the style of Brothers Hildebrandt,4
489,0,Brothers Hildebrandt,Painting in the style of Brothers Hildebrandt,5
490,0,Brothers Hildebrandt,A reproduction of art by Brothers Hildebrandt,1
491,0,Brothers Hildebrandt,A reproduction of art by Brothers Hildebrandt,2
492,0,Brothers Hildebrandt,A reproduction of art by Brothers Hildebrandt,3
493,0,Brothers Hildebrandt,A reproduction of art by Brothers Hildebrandt,4
494,0,Brothers Hildebrandt,A reproduction of art by Brothers Hildebrandt,5
495,0,Brothers Hildebrandt,A famous artwork by Brothers Hildebrandt,1
496,0,Brothers Hildebrandt,A famous artwork by Brothers Hildebrandt,2
497,0,Brothers Hildebrandt,A famous artwork by Brothers Hildebrandt,3
498,0,Brothers Hildebrandt,A famous artwork by Brothers Hildebrandt,4
499,0,Brothers Hildebrandt,A famous artwork by Brothers Hildebrandt,5
500,0,Bruce Munro,Image in the style of Bruce Munro,1
501,0,Bruce Munro,Image in the style of Bruce Munro,2
502,0,Bruce Munro,Image in the style of Bruce Munro,3
503,0,Bruce Munro,Image in the style of Bruce Munro,4
504,0,Bruce Munro,Image in the style of Bruce Munro,5
505,0,Bruce Munro,Art inspired by Bruce Munro,1
506,0,Bruce Munro,Art inspired by Bruce Munro,2
507,0,Bruce Munro,Art inspired by Bruce Munro,3
508,0,Bruce Munro,Art inspired by Bruce Munro,4
509,0,Bruce Munro,Art inspired by Bruce Munro,5
510,0,Bruce Munro,Painting in the style of Bruce Munro,1
511,0,Bruce Munro,Painting in the style of Bruce Munro,2
512,0,Bruce Munro,Painting in the style of Bruce Munro,3
513,0,Bruce Munro,Painting in the style of Bruce Munro,4
514,0,Bruce Munro,Painting in the style of Bruce Munro,5
515,0,Bruce Munro,A reproduction of art by Bruce Munro,1
516,0,Bruce Munro,A reproduction of art by Bruce Munro,2
517,0,Bruce Munro,A reproduction of art by Bruce Munro,3
518,0,Bruce Munro,A reproduction of art by Bruce Munro,4
519,0,Bruce Munro,A reproduction of art by Bruce Munro,5
520,0,Bruce Munro,A famous artwork by Bruce Munro,1
521,0,Bruce Munro,A famous artwork by Bruce Munro,2
522,0,Bruce Munro,A famous artwork by Bruce Munro,3
523,0,Bruce Munro,A famous artwork by Bruce Munro,4
524,0,Bruce Munro,A famous artwork by Bruce Munro,5
525,0,Bruce Nauman,Image in the style of Bruce Nauman,1
526,0,Bruce Nauman,Image in the style of Bruce Nauman,2
527,0,Bruce Nauman,Image in the style of Bruce Nauman,3
528,0,Bruce Nauman,Image in the style of Bruce Nauman,4
529,0,Bruce Nauman,Image in the style of Bruce Nauman,5
530,0,Bruce Nauman,Art inspired by Bruce Nauman,1
531,0,Bruce Nauman,Art inspired by Bruce Nauman,2
532,0,Bruce Nauman,Art inspired by Bruce Nauman,3
533,0,Bruce Nauman,Art inspired by Bruce Nauman,4
534,0,Bruce Nauman,Art inspired by Bruce Nauman,5
535,0,Bruce Nauman,Painting in the style of Bruce Nauman,1
536,0,Bruce Nauman,Painting in the style of Bruce Nauman,2
537,0,Bruce Nauman,Painting in the style of Bruce Nauman,3
538,0,Bruce Nauman,Painting in the style of Bruce Nauman,4
539,0,Bruce Nauman,Painting in the style of Bruce Nauman,5
540,0,Bruce Nauman,A reproduction of art by Bruce Nauman,1
541,0,Bruce Nauman,A reproduction of art by Bruce Nauman,2
542,0,Bruce Nauman,A reproduction of art by Bruce Nauman,3
543,0,Bruce Nauman,A reproduction of art by Bruce Nauman,4
544,0,Bruce Nauman,A reproduction of art by Bruce Nauman,5
545,0,Bruce Nauman,A famous artwork by Bruce Nauman,1
546,0,Bruce Nauman,A famous artwork by Bruce Nauman,2
547,0,Bruce Nauman,A famous artwork by Bruce Nauman,3
548,0,Bruce Nauman,A famous artwork by Bruce Nauman,4
549,0,Bruce Nauman,A famous artwork by Bruce Nauman,5
550,0,Bruce Pennington,Image in the style of Bruce Pennington,1
551,0,Bruce Pennington,Image in the style of Bruce Pennington,2
552,0,Bruce Pennington,Image in the style of Bruce Pennington,3
553,0,Bruce Pennington,Image in the style of Bruce Pennington,4
554,0,Bruce Pennington,Image in the style of Bruce Pennington,5
555,0,Bruce Pennington,Art inspired by Bruce Pennington,1
556,0,Bruce Pennington,Art inspired by Bruce Pennington,2
557,0,Bruce Pennington,Art inspired by Bruce Pennington,3
558,0,Bruce Pennington,Art inspired by Bruce Pennington,4
559,0,Bruce Pennington,Art inspired by Bruce Pennington,5
560,0,Bruce Pennington,Painting in the style of Bruce Pennington,1
561,0,Bruce Pennington,Painting in the style of Bruce Pennington,2
562,0,Bruce Pennington,Painting in the style of Bruce Pennington,3
563,0,Bruce Pennington,Painting in the style of Bruce Pennington,4
564,0,Bruce Pennington,Painting in the style of Bruce Pennington,5
565,0,Bruce Pennington,A reproduction of art by Bruce Pennington,1
566,0,Bruce Pennington,A reproduction of art by Bruce Pennington,2
567,0,Bruce Pennington,A reproduction of art by Bruce Pennington,3
568,0,Bruce Pennington,A reproduction of art by Bruce Pennington,4
569,0,Bruce Pennington,A reproduction of art by Bruce Pennington,5
570,0,Bruce Pennington,A famous artwork by Bruce Pennington,1
571,0,Bruce Pennington,A famous artwork by Bruce Pennington,2
572,0,Bruce Pennington,A famous artwork by Bruce Pennington,3
573,0,Bruce Pennington,A famous artwork by Bruce Pennington,4
574,0,Bruce Pennington,A famous artwork by Bruce Pennington,5
575,0,Bruce Timm,Image in the style of Bruce Timm,1
576,0,Bruce Timm,Image in the style of Bruce Timm,2
577,0,Bruce Timm,Image in the style of Bruce Timm,3
578,0,Bruce Timm,Image in the style of Bruce Timm,4
579,0,Bruce Timm,Image in the style of Bruce Timm,5
580,0,Bruce Timm,Art inspired by Bruce Timm,1
581,0,Bruce Timm,Art inspired by Bruce Timm,2
582,0,Bruce Timm,Art inspired by Bruce Timm,3
583,0,Bruce Timm,Art inspired by Bruce Timm,4
584,0,Bruce Timm,Art inspired by Bruce Timm,5
585,0,Bruce Timm,Painting in the style of Bruce Timm,1
586,0,Bruce Timm,Painting in the style of Bruce Timm,2
587,0,Bruce Timm,Painting in the style of Bruce Timm,3
588,0,Bruce Timm,Painting in the style of Bruce Timm,4
589,0,Bruce Timm,Painting in the style of Bruce Timm,5
590,0,Bruce Timm,A reproduction of art by Bruce Timm,1
591,0,Bruce Timm,A reproduction of art by Bruce Timm,2
592,0,Bruce Timm,A reproduction of art by Bruce Timm,3
593,0,Bruce Timm,A reproduction of art by Bruce Timm,4
594,0,Bruce Timm,A reproduction of art by Bruce Timm,5
595,0,Bruce Timm,A famous artwork by Bruce Timm,1
596,0,Bruce Timm,A famous artwork by Bruce Timm,2
597,0,Bruce Timm,A famous artwork by Bruce Timm,3
598,0,Bruce Timm,A famous artwork by Bruce Timm,4
599,0,Bruce Timm,A famous artwork by Bruce Timm,5
600,0,Bruno Catalano,Image in the style of Bruno Catalano,1
601,0,Bruno Catalano,Image in the style of Bruno Catalano,2
602,0,Bruno Catalano,Image in the style of Bruno Catalano,3
603,0,Bruno Catalano,Image in the style of Bruno Catalano,4
604,0,Bruno Catalano,Image in the style of Bruno Catalano,5
605,0,Bruno Catalano,Art inspired by Bruno Catalano,1
606,0,Bruno Catalano,Art inspired by Bruno Catalano,2
607,0,Bruno Catalano,Art inspired by Bruno Catalano,3
608,0,Bruno Catalano,Art inspired by Bruno Catalano,4
609,0,Bruno Catalano,Art inspired by Bruno Catalano,5
610,0,Bruno Catalano,Painting in the style of Bruno Catalano,1
611,0,Bruno Catalano,Painting in the style of Bruno Catalano,2
612,0,Bruno Catalano,Painting in the style of Bruno Catalano,3
613,0,Bruno Catalano,Painting in the style of Bruno Catalano,4
614,0,Bruno Catalano,Painting in the style of Bruno Catalano,5
615,0,Bruno Catalano,A reproduction of art by Bruno Catalano,1
616,0,Bruno Catalano,A reproduction of art by Bruno Catalano,2
617,0,Bruno Catalano,A reproduction of art by Bruno Catalano,3
618,0,Bruno Catalano,A reproduction of art by Bruno Catalano,4
619,0,Bruno Catalano,A reproduction of art by Bruno Catalano,5
620,0,Bruno Catalano,A famous artwork by Bruno Catalano,1
621,0,Bruno Catalano,A famous artwork by Bruno Catalano,2
622,0,Bruno Catalano,A famous artwork by Bruno Catalano,3
623,0,Bruno Catalano,A famous artwork by Bruno Catalano,4
624,0,Bruno Catalano,A famous artwork by Bruno Catalano,5
625,0,Bruno Munari,Image in the style of Bruno Munari,1
626,0,Bruno Munari,Image in the style of Bruno Munari,2
627,0,Bruno Munari,Image in the style of Bruno Munari,3
628,0,Bruno Munari,Image in the style of Bruno Munari,4
629,0,Bruno Munari,Image in the style of Bruno Munari,5
630,0,Bruno Munari,Art inspired by Bruno Munari,1
631,0,Bruno Munari,Art inspired by Bruno Munari,2
632,0,Bruno Munari,Art inspired by Bruno Munari,3
633,0,Bruno Munari,Art inspired by Bruno Munari,4
634,0,Bruno Munari,Art inspired by Bruno Munari,5
635,0,Bruno Munari,Painting in the style of Bruno Munari,1
636,0,Bruno Munari,Painting in the style of Bruno Munari,2
637,0,Bruno Munari,Painting in the style of Bruno Munari,3
638,0,Bruno Munari,Painting in the style of Bruno Munari,4
639,0,Bruno Munari,Painting in the style of Bruno Munari,5
640,0,Bruno Munari,A reproduction of art by Bruno Munari,1
641,0,Bruno Munari,A reproduction of art by Bruno Munari,2
642,0,Bruno Munari,A reproduction of art by Bruno Munari,3
643,0,Bruno Munari,A reproduction of art by Bruno Munari,4
644,0,Bruno Munari,A reproduction of art by Bruno Munari,5
645,0,Bruno Munari,A famous artwork by Bruno Munari,1
646,0,Bruno Munari,A famous artwork by Bruno Munari,2
647,0,Bruno Munari,A famous artwork by Bruno Munari,3
648,0,Bruno Munari,A famous artwork by Bruno Munari,4
649,0,Bruno Munari,A famous artwork by Bruno Munari,5
650,0,Bruno Walpoth,Image in the style of Bruno Walpoth,1
651,0,Bruno Walpoth,Image in the style of Bruno Walpoth,2
652,0,Bruno Walpoth,Image in the style of Bruno Walpoth,3
653,0,Bruno Walpoth,Image in the style of Bruno Walpoth,4
654,0,Bruno Walpoth,Image in the style of Bruno Walpoth,5
655,0,Bruno Walpoth,Art inspired by Bruno Walpoth,1
656,0,Bruno Walpoth,Art inspired by Bruno Walpoth,2
657,0,Bruno Walpoth,Art inspired by Bruno Walpoth,3
658,0,Bruno Walpoth,Art inspired by Bruno Walpoth,4
659,0,Bruno Walpoth,Art inspired by Bruno Walpoth,5
660,0,Bruno Walpoth,Painting in the style of Bruno Walpoth,1
661,0,Bruno Walpoth,Painting in the style of Bruno Walpoth,2
662,0,Bruno Walpoth,Painting in the style of Bruno Walpoth,3
663,0,Bruno Walpoth,Painting in the style of Bruno Walpoth,4
664,0,Bruno Walpoth,Painting in the style of Bruno Walpoth,5
665,0,Bruno Walpoth,A reproduction of art by Bruno Walpoth,1
666,0,Bruno Walpoth,A reproduction of art by Bruno Walpoth,2
667,0,Bruno Walpoth,A reproduction of art by Bruno Walpoth,3
668,0,Bruno Walpoth,A reproduction of art by Bruno Walpoth,4
669,0,Bruno Walpoth,A reproduction of art by Bruno Walpoth,5
670,0,Bruno Walpoth,A famous artwork by Bruno Walpoth,1
671,0,Bruno Walpoth,A famous artwork by Bruno Walpoth,2
672,0,Bruno Walpoth,A famous artwork by Bruno Walpoth,3
673,0,Bruno Walpoth,A famous artwork by Bruno Walpoth,4
674,0,Bruno Walpoth,A famous artwork by Bruno Walpoth,5
675,0,Bryan Hitch,Image in the style of Bryan Hitch,1
676,0,Bryan Hitch,Image in the style of Bryan Hitch,2
677,0,Bryan Hitch,Image in the style of Bryan Hitch,3
678,0,Bryan Hitch,Image in the style of Bryan Hitch,4
679,0,Bryan Hitch,Image in the style of Bryan Hitch,5
680,0,Bryan Hitch,Art inspired by Bryan Hitch,1
681,0,Bryan Hitch,Art inspired by Bryan Hitch,2
682,0,Bryan Hitch,Art inspired by Bryan Hitch,3
683,0,Bryan Hitch,Art inspired by Bryan Hitch,4
684,0,Bryan Hitch,Art inspired by Bryan Hitch,5
685,0,Bryan Hitch,Painting in the style of Bryan Hitch,1
686,0,Bryan Hitch,Painting in the style of Bryan Hitch,2
687,0,Bryan Hitch,Painting in the style of Bryan Hitch,3
688,0,Bryan Hitch,Painting in the style of Bryan Hitch,4
689,0,Bryan Hitch,Painting in the style of Bryan Hitch,5
690,0,Bryan Hitch,A reproduction of art by Bryan Hitch,1
691,0,Bryan Hitch,A reproduction of art by Bryan Hitch,2
692,0,Bryan Hitch,A reproduction of art by Bryan Hitch,3
693,0,Bryan Hitch,A reproduction of art by Bryan Hitch,4
694,0,Bryan Hitch,A reproduction of art by Bryan Hitch,5
695,0,Bryan Hitch,A famous artwork by Bryan Hitch,1
696,0,Bryan Hitch,A famous artwork by Bryan Hitch,2
697,0,Bryan Hitch,A famous artwork by Bryan Hitch,3
698,0,Bryan Hitch,A famous artwork by Bryan Hitch,4
699,0,Bryan Hitch,A famous artwork by Bryan Hitch,5
700,0,Butcher Billy,Image in the style of Butcher Billy,1
701,0,Butcher Billy,Image in the style of Butcher Billy,2
702,0,Butcher Billy,Image in the style of Butcher Billy,3
703,0,Butcher Billy,Image in the style of Butcher Billy,4
704,0,Butcher Billy,Image in the style of Butcher Billy,5
705,0,Butcher Billy,Art inspired by Butcher Billy,1
706,0,Butcher Billy,Art inspired by Butcher Billy,2
707,0,Butcher Billy,Art inspired by Butcher Billy,3
708,0,Butcher Billy,Art inspired by Butcher Billy,4
709,0,Butcher Billy,Art inspired by Butcher Billy,5
710,0,Butcher Billy,Painting in the style of Butcher Billy,1
711,0,Butcher Billy,Painting in the style of Butcher Billy,2
712,0,Butcher Billy,Painting in the style of Butcher Billy,3
713,0,Butcher Billy,Painting in the style of Butcher Billy,4
714,0,Butcher Billy,Painting in the style of Butcher Billy,5
715,0,Butcher Billy,A reproduction of art by Butcher Billy,1
716,0,Butcher Billy,A reproduction of art by Butcher Billy,2
717,0,Butcher Billy,A reproduction of art by Butcher Billy,3
718,0,Butcher Billy,A reproduction of art by Butcher Billy,4
719,0,Butcher Billy,A reproduction of art by Butcher Billy,5
720,0,Butcher Billy,A famous artwork by Butcher Billy,1
721,0,Butcher Billy,A famous artwork by Butcher Billy,2
722,0,Butcher Billy,A famous artwork by Butcher Billy,3
723,0,Butcher Billy,A famous artwork by Butcher Billy,4
724,0,Butcher Billy,A famous artwork by Butcher Billy,5
725,0,C. R. W. Nevinson,Image in the style of C. R. W. Nevinson,1
726,0,C. R. W. Nevinson,Image in the style of C. R. W. Nevinson,2
727,0,C. R. W. Nevinson,Image in the style of C. R. W. Nevinson,3
728,0,C. R. W. Nevinson,Image in the style of C. R. W. Nevinson,4
729,0,C. R. W. Nevinson,Image in the style of C. R. W. Nevinson,5
730,0,C. R. W. Nevinson,Art inspired by C. R. W. Nevinson,1
731,0,C. R. W. Nevinson,Art inspired by C. R. W. Nevinson,2
732,0,C. R. W. Nevinson,Art inspired by C. R. W. Nevinson,3
733,0,C. R. W. Nevinson,Art inspired by C. R. W. Nevinson,4
734,0,C. R. W. Nevinson,Art inspired by C. R. W. Nevinson,5
735,0,C. R. W. Nevinson,Painting in the style of C. R. W. Nevinson,1
736,0,C. R. W. Nevinson,Painting in the style of C. R. W. Nevinson,2
737,0,C. R. W. Nevinson,Painting in the style of C. R. W. Nevinson,3
738,0,C. R. W. Nevinson,Painting in the style of C. R. W. Nevinson,4
739,0,C. R. W. Nevinson,Painting in the style of C. R. W. Nevinson,5
740,0,C. R. W. Nevinson,A reproduction of art by C. R. W. Nevinson,1
741,0,C. R. W. Nevinson,A reproduction of art by C. R. W. Nevinson,2
742,0,C. R. W. Nevinson,A reproduction of art by C. R. W. Nevinson,3
743,0,C. R. W. Nevinson,A reproduction of art by C. R. W. Nevinson,4
744,0,C. R. W. Nevinson,A reproduction of art by C. R. W. Nevinson,5
745,0,C. R. W. Nevinson,A famous artwork by C. R. W. Nevinson,1
746,0,C. R. W. Nevinson,A famous artwork by C. R. W. Nevinson,2
747,0,C. R. W. Nevinson,A famous artwork by C. R. W. Nevinson,3
748,0,C. R. W. Nevinson,A famous artwork by C. R. W. Nevinson,4
749,0,C. R. W. Nevinson,A famous artwork by C. R. W. Nevinson,5
750,0,Cagnaccio Di San Pietro,Image in the style of Cagnaccio Di San Pietro,1
751,0,Cagnaccio Di San Pietro,Image in the style of Cagnaccio Di San Pietro,2
752,0,Cagnaccio Di San Pietro,Image in the style of Cagnaccio Di San Pietro,3
753,0,Cagnaccio Di San Pietro,Image in the style of Cagnaccio Di San Pietro,4
754,0,Cagnaccio Di San Pietro,Image in the style of Cagnaccio Di San Pietro,5
755,0,Cagnaccio Di San Pietro,Art inspired by Cagnaccio Di San Pietro,1
756,0,Cagnaccio Di San Pietro,Art inspired by Cagnaccio Di San Pietro,2
757,0,Cagnaccio Di San Pietro,Art inspired by Cagnaccio Di San Pietro,3
758,0,Cagnaccio Di San Pietro,Art inspired by Cagnaccio Di San Pietro,4
759,0,Cagnaccio Di San Pietro,Art inspired by Cagnaccio Di San Pietro,5
760,0,Cagnaccio Di San Pietro,Painting in the style of Cagnaccio Di San Pietro,1
761,0,Cagnaccio Di San Pietro,Painting in the style of Cagnaccio Di San Pietro,2
762,0,Cagnaccio Di San Pietro,Painting in the style of Cagnaccio Di San Pietro,3
